ID,year,category,film,nominee,won
147,1932,Art Direction,Morocco,Hans Dreier,0
148,1932,Art Direction,Svengali,Anton Grot,0
149,1932,Art Direction,Whoopee!,Richard Day,0
150,1932,Best Picture,Cimarron,RKO Radio,1
151,1932,Best Picture,East Lynne,Fox,0
152,1932,Best Picture,Skippy,Paramount Publix,0
153,1932,Best Picture,The Front Page,The Caddo Company,0
154,1932,Best Picture,Trader Horn,Metro-Goldwyn-Mayer,0
155,1932,Cinematography,Tabu,Floyd Crosby,1
156,1932,Cinematography,Cimarron,Edward Cronjager,0
157,1932,Cinematography,Morocco,Lee Garmes,0
158,1932,Cinematography,Svengali,"Barney ""Chick"" McGill",0
159,1932,Cinematography,The Right to Love,Charles Lang,0
160,1932,Directing,Skippy,Norman Taurog,1
161,1932,Directing,A Free Soul,Clarence Brown,0
162,1932,Directing,Cimarron,Wesley Ruggles,0
163,1932,Directing,Morocco,Josef Von Sternberg,0
164,1932,Directing,The Front Page,Lewis Milestone,0
165,1932,Sound,NA,Paramount Publix Studio Sound Department,1
166,1932,Sound,NA,Samuel Goldwyn - United Artists Studio Sound Department,0
167,1932,Sound,NA,Metro-Goldwyn-Mayer Studio Sound Department,0
168,1932,Sound,NA,RKO Radio Studio Sound Department,0
169,1932,Writing (Adapted Screenplay),Cimarron,Howard Estabrook,1
170,1932,Writing (Adapted Screenplay),Holiday,Horace Jackson,0
171,1932,Writing (Adapted Screenplay),Little Caesar,"Francis Faragoh, Robert N. Lee",0
172,1932,Writing (Adapted Screenplay),Skippy,"Joseph L. Mankiewicz, Sam Mintz",0
173,1932,Writing (Adapted Screenplay),The Criminal Code,"Seton I. Miller, Fred Niblo, Jr.",0
174,1932,Writing (Original Screenplay),The Dawn Patrol,John Monk Saunders,1
175,1932,Writing (Original Screenplay),Laughter,"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",0
176,1932,Writing (Original Screenplay),Smart Money,"Lucien Hubbard, Joseph Jackson",0
177,1932,Writing (Original Screenplay),The Doorway to Hell,Rowland Brown,0
178,1932,Writing (Original Screenplay),The Public Enemy,"John Bright, Kubec Glasmon",0
179,1933,Actor in a Leading Role,Dr. Jekyll and Mr. Hyde,Fredric March,1
180,1933,Actor in a Leading Role,The Champ,Wallace Beery,1
181,1933,Actor in a Leading Role,The Guardsman,Alfred Lunt,0
182,1933,Actress in a Leading Role,The Sin of Madelon Claudet,Helen Hayes,1
183,1933,Actress in a Leading Role,Emma,Marie Dressler,0
184,1933,Actress in a Leading Role,The Guardsman,Lynn Fontanne,0
185,1933,Animated Short Film,Flowers and Trees,"Walt Disney, Producer",1
186,1933,Animated Short Film,It's Got Me Again,"Leon Schlesinger, Producer",0
187,1933,Animated Short Film,Mickey's Orphans,"Walt Disney, Producer",0
188,1933,Art Direction,Transatlantic,Gordon Wiles,1
189,1933,Art Direction,Arrowsmith,Richard Day,0
190,1933,Art Direction,NA,Lazare Meerson,0
191,1933,Best Picture,Grand Hotel,Metro-Goldwyn-Mayer,1
192,1933,Best Picture,Arrowsmith,Samuel Goldwyn Productions,0
193,1933,Best Picture,Bad Girl,Fox,0
194,1933,Best Picture,Five Star Final,First National,0
195,1933,Best Picture,One Hour with You,Paramount Publix,0
196,1933,Best Picture,Shanghai Express,Paramount Publix,0
197,1933,Best Picture,The Champ,Metro-Goldwyn-Mayer,0
198,1933,Best Picture,The Smiling Lieutenant,Paramount Publix,0
199,1933,Cinematography,Shanghai Express,Lee Garmes,1
200,1933,Cinematography,Arrowsmith,Ray June,0
201,1933,Cinematography,Dr. Jekyll and Mr. Hyde,Karl Struss,0
202,1933,Directing,Bad Girl,Frank Borzage,1
203,1933,Directing,Shanghai Express,Josef Von Sternberg,0
204,1933,Directing,The Champ,King Vidor,0
205,1933,Short Film,The Music Box,"Hal Roach, Producer",1
206,1933,Short Film,Wrestling Swordfish,"Mack Sennett, Producer",1
207,1933,Short Film,Scratch-As-Catch-Can,RKO Radio,0
208,1933,Short Film,Screen Souvenirs,Paramount Publix,0
209,1933,Short Film,Swing High,Metro-Goldwyn-Mayer,0
210,1933,Short Film,The Loud Mouth,"Mack Sennett, Producer",0
211,1933,Sound,NA,Paramount Publix Studio Sound Department,1
212,1933,Sound,NA,Metro-Goldwyn-Mayer Studio Sound Department,0
213,1933,Sound,NA,RKO Radio Studio Sound Department,0
214,1933,Sound,NA,Warner Bros.-First National Studio Sound Department,0
215,1933,Writing (Adapted Screenplay),Bad Girl,Edwin Burke,1
216,1933,Writing (Adapted Screenplay),Arrowsmith,Sidney Howard,0
217,1933,Writing (Adapted Screenplay),Dr. Jekyll and Mr. Hyde,"Percy Heath, Samuel Hoffenstein",0
218,1933,Writing (Original Screenplay),The Champ,Frances Marion,1
219,1933,Writing (Original Screenplay),Lady and Gent,"Grover Jones, William Slavens McNutt",0
220,1933,Writing (Original Screenplay),The Star Witness,Lucien Hubbard,0
221,1933,Writing (Original Screenplay),What Price Hollywood?,"Adela Rogers St. Johns, Jane Murfin",0
222,1934,Actor in a Leading Role,The Private Life of Henry VIII,Charles Laughton,1
223,1934,Actor in a Leading Role,Berkeley Square,Leslie Howard,0
224,1934,Actor in a Leading Role,I Am a Fugitive from a Chain Gang,Paul Muni,0
225,1934,Actress in a Leading Role,Morning Glory,Katharine Hepburn,1
226,1934,Actress in a Leading Role,Cavalcade,Diana Wynyard,0
227,1934,Actress in a Leading Role,Lady for a Day,May Robson,0
228,1934,Animated Short Film,The Three Little Pigs,"Walt Disney, Producer",1
229,1934,Animated Short Film,Building a Building,"Walt Disney, Producer",0
230,1934,Animated Short Film,The Merry Old Soul,"Walter Lantz, Producer",0
231,1934,Art Direction,Cavalcade,William S. Darling,1
232,1934,Art Direction,A Farewell to Arms,"Hans Dreier, Roland Anderson",0
233,1934,Art Direction,When Ladies Meet,Cedric Gibbons,0
234,1934,Assistant Director,NA,William Tummel (Fox),1
235,1934,Assistant Director,NA,Charles Dorian (Metro-Goldwyn-Mayer),1
236,1934,Assistant Director,NA,Charles Barton (Paramount),1
237,1934,Assistant Director,NA,Dewey Starkey (RKO Radio),1
238,1934,Assistant Director,NA,Fred Fox (United Artists),1
239,1934,Assistant Director,NA,Scott Beal (Universal),1
240,1934,Assistant Director,NA,Gordon Hollingshead (Warner Bros.),1
241,1934,Assistant Director,NA,Percy Ikerd (Fox),0
242,1934,Assistant Director,NA,Bunny Dull (Metro-Goldwyn-Mayer),0
243,1934,Assistant Director,NA,John S. Waters (Metro-Goldwyn-Mayer),0
244,1934,Assistant Director,NA,Sidney S. Brod (Paramount),0
245,1934,Assistant Director,NA,Arthur Jacobson (Paramount),0
246,1934,Assistant Director,NA,Eddie Killey (RKO Radio),0
247,1934,Assistant Director,NA,Benjamin Silvey (United Artists),0
248,1934,Assistant Director,NA,Joe McDonough (Universal),0
249,1934,Assistant Director,NA,W. J. Reiter (Universal),0
250,1934,Assistant Director,NA,Al Alborn (Warner Bros.),0
251,1934,Assistant Director,NA,Frank X. Shaw (Warner Bros.),0
252,1934,Best Picture,Cavalcade,Fox,1
253,1934,Best Picture,42nd Street,Warner Bros.,0
254,1934,Best Picture,A Farewell to Arms,Paramount,0
255,1934,Best Picture,I Am a Fugitive from a Chain Gang,Warner Bros.,0
256,1934,Best Picture,Lady for a Day,Columbia,0
257,1934,Best Picture,Little Women,RKO Radio,0
258,1934,Best Picture,She Done Him Wrong,Paramount,0
259,1934,Best Picture,Smilin' Through,Metro-Goldwyn-Mayer,0
260,1934,Best Picture,State Fair,Fox,0
261,1934,Best Picture,The Private Life of Henry VIII,London Films,0
262,1934,Cinematography,A Farewell to Arms,"Charles Bryant Lang, Jr.",1
263,1934,Cinematography,Reunion in Vienna,George J. Folsey,0
264,1934,Cinematography,The Sign of the Cross,Karl Struss,0
265,1934,Directing,Cavalcade,Frank Lloyd,1
266,1934,Directing,Lady for a Day,Frank Capra,0
267,1934,Directing,Little Women,George Cukor,0
268,1934,Short Film,Krakatoa,"Joe Rock, Producer",1
269,1934,Short Film,So This Is Harris,"Louis Brock, Producer",1
270,1934,Short Film,A Preferred List,"Louis Brock, Producer",0
271,1934,Short Film,Menu,"Pete Smith, Producer",0
272,1934,Short Film,Mister Mugg,"Warren Doane, Producer",0
273,1934,Short Film,The Sea,Educational,0
274,1934,Sound,A Farewell to Arms,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",1
275,1934,Sound,42nd Street,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",0
276,1934,Sound,Gold Diggers of 1933,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",0
277,1934,Sound,I Am a Fugitive from a Chain Gang,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",0
278,1934,Writing (Adapted Screenplay),Little Women,"Victor Heerman, Sarah Y. Mason",1
279,1934,Writing (Adapted Screenplay),Lady for a Day,Robert Riskin,0
280,1934,Writing (Adapted Screenplay),State Fair,"Paul Green, Sonya Levien",0
281,1934,Writing (Original Screenplay),One Way Passage,Robert Lord,1
282,1934,Writing (Original Screenplay),Rasputin and the Empress,Charles MacArthur,0
283,1934,Writing (Original Screenplay),The Prizefighter and the Lady,Frances Marion,0
284,1935,Actor in a Leading Role,It Happened One Night,Clark Gable,1
285,1935,Actor in a Leading Role,The Affairs of Cellini,Frank Morgan,0
286,1935,Actor in a Leading Role,The Thin Man,William Powell,0
287,1935,Actress in a Leading Role,It Happened One Night,Claudette Colbert,1
288,1935,Actress in a Leading Role,Of Human Bondage,Bette Davis,0
289,1935,Actress in a Leading Role,One Night of Love,Grace Moore,0
290,1935,Actress in a Leading Role,The Barretts of Wimpole Street,Norma Shearer,0
291,1935,Animated Short Film,The Tortoise and the Hare,"Walt Disney, Producer",1
292,1935,Animated Short Film,Holiday Land,"Charles Mintz, Producer",0
293,1935,Animated Short Film,Jolly Little Elves,"Walter Lantz, Producer",0
294,1935,Art Direction,The Merry Widow,"Cedric Gibbons, Frederic Hope",1
295,1935,Art Direction,The Affairs of Cellini,Richard Day,0
296,1935,Art Direction,The Gay Divorcee,"Van Nest Polglase, Carroll Clark",0
297,1935,Assistant Director,Viva Villa!,John Waters,1
298,1935,Assistant Director,Cleopatra,Cullen Tate,0
299,1935,Assistant Director,Imitation of Life,Scott Beal,0
300,1935,Best Picture,It Happened One Night,Columbia,1
301,1935,Best Picture,Cleopatra,Paramount,0
302,1935,Best Picture,Flirtation Walk,First National,0
303,1935,Best Picture,Here Comes the Navy,Warner Bros.,0
304,1935,Best Picture,Imitation of Life,Universal,0
305,1935,Best Picture,One Night of Love,Columbia,0
306,1935,Best Picture,The Barretts of Wimpole Street,Metro-Goldwyn-Mayer,0
307,1935,Best Picture,The Gay Divorcee,RKO Radio,0
308,1935,Best Picture,The House of Rothschild,20th Century,0
309,1935,Best Picture,The Thin Man,Metro-Goldwyn-Mayer,0
310,1935,Best Picture,The White Parade,Jesse L. Lasky (production company),0
311,1935,Best Picture,Viva Villa!,Metro-Goldwyn-Mayer,0
312,1935,Cinematography,Cleopatra,Victor Milner,1
313,1935,Cinematography,Operator 13,George Folsey,0
314,1935,Cinematography,The Affairs of Cellini,Charles Rosher,0
315,1935,Directing,It Happened One Night,Frank Capra,1
316,1935,Directing,One Night of Love,Victor Schertzinger,0
317,1935,Directing,The Thin Man,W. S. Van Dyke,0
318,1935,Film Editing,Eskimo,Conrad Nervig,1
319,1935,Film Editing,Cleopatra,Anne Bauchens,0
320,1935,Film Editing,One Night of Love,Gene Milford,0
321,1935,Music (Original Score),One Night of Love,"Columbia Studio Music Department, Louis Silvers, head of department (Thematic Music by Victor Schertzinger and Gus Kahn)",1
322,1935,Music (Original Score),The Gay Divorcee,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Kenneth Webb and Samuel Hoffenstein)",0
323,1935,Music (Original Score),The Lost Patrol,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)",0
324,1935,Music (Original Song),The Gay Divorcee,"The Continental in ""The Gay Divorcee"" Music by Con Conrad; Lyrics by Herb Magidson",1
325,1935,Music (Original Song),Flying Down to Rio,"Carioca in ""Flying Down to Rio"" Music by Vincent Youmans; Lyrics by Edward Eliscu and Gus Kahn",0
326,1935,Music (Original Song),She Loves Me Not,"Love In Bloom in ""She Loves Me Not"" Music by Ralph Rainger; Lyrics by Leo Robin",0
327,1935,Short Film,City of Wax,"Stacy Woodard and Horace Woodard, Producers",1
328,1935,Short Film,La Cucaracha,"Kenneth Macgowan, Producer",1
329,1935,Short Film,Bosom Friends,Skibo Productions,0
330,1935,Short Film,Men in Black,"Jules White, Producer",0
331,1935,Short Film,Strikes and Spares,"Pete Smith, Producer",0
332,1935,Short Film,"What, No Men!",Warner Bros.,0
333,1935,Sound,One Night of Love,"Columbia Studio Sound Department, John Livadary, Sound Director",1
334,1935,Sound,Cleopatra,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",0
335,1935,Sound,Flirtation Walk,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",0
336,1935,Sound,Imitation of Life,"Universal Studio Sound Department, Theodore Soderberg, Sound Director",0
337,1935,Sound,The Affairs of Cellini,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",0
338,1935,Sound,The Gay Divorcee,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",0
339,1935,Sound,The White Parade,"Fox Studio Sound Department, E. H. Hansen, Sound Director",0
340,1935,Sound,Viva Villa!,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",0
341,1935,Writing (Adapted Screenplay),It Happened One Night,Robert Riskin,1
342,1935,Writing (Adapted Screenplay),The Thin Man,"Frances Goodrich, Albert Hackett",0
343,1935,Writing (Adapted Screenplay),Viva Villa!,Ben Hecht,0
344,1935,Writing (Original Screenplay),Manhattan Melodrama,Arthur Caesar,1
345,1935,Writing (Original Screenplay),Hide-Out,Mauri Grashin,0
346,1935,Writing (Original Screenplay),The Richest Girl in the World,Norman Krasna,0
347,1936,Actor in a Leading Role,The Informer,Victor McLaglen,1
348,1936,Actor in a Leading Role,Black Fury,Paul Muni,0
349,1936,Actor in a Leading Role,Mutiny on the Bounty,Clark Gable,0
350,1936,Actor in a Leading Role,Mutiny on the Bounty,Charles Laughton,0
351,1936,Actor in a Leading Role,Mutiny on the Bounty,Franchot Tone,0
352,1936,Actress in a Leading Role,Dangerous,Bette Davis,1
353,1936,Actress in a Leading Role,Alice Adams,Katharine Hepburn,0
354,1936,Actress in a Leading Role,Becky Sharp,Miriam Hopkins,0
355,1936,Actress in a Leading Role,Escape Me Never,Elisabeth Bergner,0
356,1936,Actress in a Leading Role,Private Worlds,Claudette Colbert,0
357,1936,Actress in a Leading Role,The Dark Angel,Merle Oberon,0
358,1936,Animated Short Film,Three Orphan Kittens,"Walt Disney, Producer",1
359,1936,Animated Short Film,The Calico Dragon,Harman-Ising,0
360,1936,Animated Short Film,Who Killed Cock Robin?,"Walt Disney, Producer",0
361,1936,Art Direction,The Dark Angel,Richard Day,1
362,1936,Art Direction,The Lives of a Bengal Lancer,"Hans Dreier, Roland Anderson",0
363,1936,Art Direction,Top Hat,"Van Nest Polglase, Carroll Clark",0
364,1936,Assistant Director,The Lives of a Bengal Lancer,"Clem Beauchamp, Paul Wing",1
365,1936,Assistant Director,A Midsummer Night's Dream,Sherry Shourds,0
366,1936,Assistant Director,David Copperfield,Joseph Newman,0
367,1936,Assistant Director,Les Misérables,Eric Stacey,0
368,1936,Best Picture,Mutiny on the Bounty,Metro-Goldwyn-Mayer,1
369,1936,Best Picture,A Midsummer Night's Dream,Warner Bros.,0
370,1936,Best Picture,Alice Adams,RKO Radio,0
371,1936,Best Picture,Broadway Melody of 1936,Metro-Goldwyn-Mayer,0
372,1936,Best Picture,Captain Blood,Cosmopolitan,0
373,1936,Best Picture,David Copperfield,Metro-Goldwyn-Mayer,0
374,1936,Best Picture,Les Misérables,20th Century,0
375,1936,Best Picture,Naughty Marietta,Metro-Goldwyn-Mayer,0
376,1936,Best Picture,Ruggles of Red Gap,Paramount,0
377,1936,Best Picture,The Informer,RKO Radio,0
378,1936,Best Picture,The Lives of a Bengal Lancer,Paramount,0
379,1936,Best Picture,Top Hat,RKO Radio,0
380,1936,Cinematography,A Midsummer Night's Dream,Hal Mohr,1
381,1936,Cinematography,Barbary Coast,Ray June,0
382,1936,Cinematography,Les Misérables,Gregg Toland,0
383,1936,Cinematography,The Crusades,Victor Milner,0
384,1936,Dance Direction,Broadway Melody of 1936,"""I've Got a Feeling You're Fooling"" from ""Broadway Melody of 1936""",1
385,1936,Dance Direction,Folies Bergere,"""Straw Hat"" from ""Folies Bergere""",1
386,1936,Dance Direction,All the King's Horses,"""Viennese Waltz"" from ""All the King's Horses""",0
387,1936,Dance Direction,Big Broadcast of 1936,"""It's the Animal in Me"" from ""Big Broadcast of 1936""",0
388,1936,Dance Direction,Broadway Hostess,"""Playboy from Paree"" from ""Broadway Hostess""",0
389,1936,Dance Direction,Go into Your Dance,"""Latin from Manhattan"" from ""Go into Your Dance""",0
390,1936,Dance Direction,Gold Diggers of 1935,"""Lullaby of Broadway"" from ""Gold Diggers of 1935""",0
391,1936,Dance Direction,Gold Diggers of 1935,"""The Words Are In My Heart"" from ""Gold Diggers of 1935""",0
392,1936,Dance Direction,King of Burlesque,"""Lovely Lady"" from ""King of Burlesque""",0
393,1936,Dance Direction,King of Burlesque,"""Too Good To Be True"" from ""King of Burlesque""",0
394,1936,Dance Direction,She,"""Hall of Kings"" from ""She""",0
395,1936,Dance Direction,Top Hat,"""Piccolino"" from ""Top Hat""",0
396,1936,Dance Direction,Top Hat,"""Top Hat, White Tie, and Tails"" from ""Top Hat""",0
397,1936,Directing,The Informer,John Ford,1
398,1936,Directing,Captain Blood,Michael Curtiz,0
399,1936,Directing,Mutiny on the Bounty,Frank Lloyd,0
400,1936,Directing,The Lives of a Bengal Lancer,Henry Hathaway,0
401,1936,Film Editing,A Midsummer Night's Dream,Ralph Dawson,1
402,1936,Film Editing,David Copperfield,Robert J. Kern,0
403,1936,Film Editing,Les Misérables,Barbara McLean,0
404,1936,Film Editing,Mutiny on the Bounty,Margaret Booth,0
405,1936,Film Editing,The Informer,George Hively,0
406,1936,Film Editing,The Lives of a Bengal Lancer,Ellsworth Hoagland,0
